Latitude,Longitude,ZoneType,Hour,Noise_dB,TrafficIndex,PM2.5
28.616268421052634,77.23031578947369,Residential,17,63.93,0.426,52.0
28.616268421052634,77.23031578947369,Residential,18,56.01,0.271,34.5
28.616268421052634,77.23031578947369,Residential,19,56.3,0.196,36.7
28.616268421052634,77.23031578947369,Residential,20,65.29,0.459,47.0
28.616268421052634,77.23031578947369,Residential,21,54.24,0.234,41.1
28.616268421052634,77.23031578947369,Residential,22,56.37,0.207,43.5
28.616268421052634,77.23031578947369,Residential,23,46.6,0.19,37.3
28.616268421052634,77.23505263157895,MainRoad,0,77.42,0.678,84.7
28.616268421052634,77.23505263157895,MainRoad,1,74.41,0.587,66.3
28.616268421052634,77.23505263157895,MainRoad,2,60.81,0.34,31.8
28.616268421052634,77.23505263157895,MainRoad,3,52.6,0.192,43.3
28.616268421052634,77.23505263157895,MainRoad,4,64.94,0.454,50.0
28.616268421052634,77.23505263157895,MainRoad,5,72.92,0.488,55.6
28.616268421052634,77.23505263157895,MainRoad,6,100.0,0.918,74.2
28.616268421052634,77.23505263157895,MainRoad,7,89.68,0.772,74.2
28.616268421052634,77.23505263157895,MainRoad,8,91.48,0.836,94.2
28.616268421052634,77.23505263157895,MainRoad,9,75.19,0.597,54.0
28.616268421052634,77.23505263157895,MainRoad,10,65.43,0.484,51.7
28.616268421052634,77.23505263157895,MainRoad,11,66.35,0.403,44.0
28.616268421052634,77.23505263157895,MainRoad,12,74.33,0.609,60.3
28.616268421052634,77.23505263157895,MainRoad,13,72.04,0.565,56.3
28.616268421052634,77.23505263157895,MainRoad,14,78.68,0.657,55.5
28.616268421052634,77.23505263157895,MainRoad,15,84.81,0.737,83.2
28.616268421052634,77.23505263157895,MainRoad,16,79.64,0.759,63.5
28.616268421052634,77.23505263157895,MainRoad,17,88.77,0.914,73.2
28.616268421052634,77.23505263157895,MainRoad,18,92.98,0.786,66.3
28.616268421052634,77.23505263157895,MainRoad,19,75.22,0.583,44.0
28.616268421052634,77.23505263157895,MainRoad,20,89.38,0.856,64.0
28.616268421052634,77.23505263157895,MainRoad,21,69.7,0.511,53.4
28.616268421052634,77.23505263157895,MainRoad,22,98.15,0.887,95.7
28.616268421052634,77.23505263157895,MainRoad,23,85.76,0.674,51.7
28.616268421052634,77.23978947368421,Industrial,0,59.92,0.307,62.8
28.616268421052634,77.23978947368421,Industrial,1,75.05,0.537,65.0
28.616268421052634,77.23978947368421,Industrial,2,74.41,0.53,75.8
28.616268421052634,77.23978947368421,Industrial,3,63.79,0.428,54.9
28.616268421052634,77.23978947368421,Industrial,4,60.62,0.397,52.1
28.616268421052634,77.23978947368421,Industrial,5,80.52,0.602,77.4
28.616268421052634,77.23978947368421,Industrial,6,79.92,0.698,46.6
28.616268421052634,77.23978947368421,Industrial,7,78.52,0.631,54.0
28.616268421052634,77.23978947368421,Industrial,8,62.64,0.292,41.4
28.616268421052634,77.23978947368421,Industrial,9,69.52,0.531,63.0
28.616268421052634,77.23978947368421,Industrial,10,72.34,0.632,68.7
28.616268421052634,77.23978947368421,Industrial,11,71.27,0.563,46.4
28.616268421052634,77.23978947368421,Industrial,12,82.05,0.712,66.5
28.616268421052634,77.23978947368421,Industrial,13,86.43,0.719,74.3
28.616268421052634,77.23978947368421,Industrial,14,85.89,0.793,59.9
28.616268421052634,77.23978947368421,Industrial,15,77.27,0.576,66.5
28.616268421052634,77.23978947368421,Industrial,16,78.58,0.622,61.7
28.616268421052634,77.23978947368421,Industrial,17,81.11,0.71,51.7
28.616268421052634,77.23978947368421,Industrial,18,74.38,0.505,56.0
28.616268421052634,77.23978947368421,Industrial,19,79.28,0.626,60.0
28.616268421052634,77.23978947368421,Industrial,20,85.67,0.75,67.4
28.616268421052634,77.23978947368421,Industrial,21,63.22,0.244,49.0
28.616268421052634,77.23978947368421,Industrial,22,77.08,0.622,49.7
28.616268421052634,77.23978947368421,Industrial,23,71.53,0.611,74.0
28.616268421052634,77.24452631578947,Residential,0,51.28,0.166,52.4
28.616268421052634,77.24452631578947,Residential,1,46.53,0.064,35.1
28.616268421052634,77.24452631578947,Residential,2,48.65,0.109,38.7
28.616268421052634,77.24452631578947,Residential,3,54.75,0.251,48.6
28.616268421052634,77.24452631578947,Residential,4,50.93,0.27,36.1
28.616268421052634,77.24452631578947,Residential,5,44.32,0.023,38.4
28.616268421052634,77.24452631578947,Residential,6,62.79,0.439,53.0
28.616268421052634,77.24452631578947,Residential,7,57.43,0.221,47.3
28.616268421052634,77.24452631578947,Residential,8,47.12,0.203,41.2
28.616268421052634,77.24452631578947,Residential,9,63.43,0.462,54.9
28.616268421052634,77.24452631578947,Residential,10,51.2,0.191,50.5
28.616268421052634,77.24452631578947,Residential,11,56.39,0.161,46.2
28.616268421052634,77.24452631578947,Residential,12,60.92,0.298,45.1
28.616268421052634,77.24452631578947,Residential,13,56.61,0.253,42.7
28.616268421052634,77.24452631578947,Residential,14,56.66,0.242,60.5
28.616268421052634,77.24452631578947,Residential,15,64.38,0.387,46.7
28.616268421052634,77.24452631578947,Residential,16,44.16,0.053,45.7
28.616268421052634,77.24452631578947,Residential,17,66.57,0.459,44.4
28.616268421052634,77.24452631578947,Residential,18,55.86,0.221,54.0
28.616268421052634,77.24452631578947,Residential,19,59.64,0.385,37.1
28.616268421052634,77.24452631578947,Residential,20,62.5,0.418,37.7
28.616268421052634,77.24452631578947,Residential,21,58.85,0.319,43.4
28.616268421052634,77.24452631578947,Residential,22,61.73,0.34,55.4
28.616268421052634,77.24452631578947,Residential,23,59.76,0.366,35.7
28.616268421052634,77.24926315789475,Industrial,0,68.5,0.578,51.8
28.616268421052634,77.24926315789475,Industrial,1,63.72,0.428,47.2
28.616268421052634,77.24926315789475,Industrial,2,81.38,0.723,86.9
28.616268421052634,77.24926315789475,Industrial,3,66.74,0.428,60.7
28.616268421052634,77.24926315789475,Industrial,4,42.86,0.0,20.0
28.616268421052634,77.24926315789475,Industrial,5,66.69,0.495,46.2
28.616268421052634,77.24926315789475,Industrial,6,75.05,0.576,75.0
28.616268421052634,77.24926315789475,Industrial,7,74.35,0.66,57.0
28.616268421052634,77.24926315789475,Industrial,8,71.85,0.54,53.2
28.616268421052634,77.24926315789475,Industrial,9,86.77,0.87,82.3
28.616268421052634,77.24926315789475,Industrial,10,82.35,0.614,90.0
28.616268421052634,77.24926315789475,Industrial,11,87.32,0.697,90.9
28.616268421052634,77.24926315789475,Industrial,12,70.2,0.52,57.1
28.616268421052634,77.24926315789475,Industrial,13,89.22,0.869,71.2
28.616268421052634,77.24926315789475,Industrial,14,82.36,0.725,63.3
28.616268421052634,77.24926315789475,Industrial,15,70.31,0.459,55.7
28.616268421052634,77.24926315789475,Industrial,16,75.25,0.612,62.9
28.616268421052634,77.24926315789475,Industrial,17,74.16,0.479,61.8
28.616268421052634,77.24926315789475,Industrial,18,76.54,0.527,64.4
28.616268421052634,77.24926315789475,Industrial,19,87.87,0.891,68.0
28.616268421052634,77.24926315789475,Industrial,20,75.58,0.63,49.0
28.616268421052634,77.24926315789475,Industrial,21,63.54,0.43,33.9
28.616268421052634,77.24926315789475,Industrial,22,71.39,0.499,58.6
28.616268421052634,77.24926315789475,Industrial,23,84.75,0.689,69.2
28.616268421052634,77.254,Residential,0,50.76,0.21,44.2
28.616268421052634,77.254,Residential,1,61.3,0.423,35.0
28.616268421052634,77.254,Residential,2,48.83,0.153,42.4
28.616268421052634,77.254,Residential,3,55.07,0.259,31.9
28.616268421052634,77.254,Residential,4,59.44,0.324,46.3
28.616268421052634,77.254,Residential,5,51.51,0.173,31.0
28.616268421052634,77.254,Residential,6,59.29,0.303,24.9
28.616268421052634,77.254,Residential,7,55.1,0.296,24.3
28.616268421052634,77.254,Residential,8,59.56,0.241,50.0
28.616268421052634,77.254,Residential,9,57.13,0.206,64.3
28.616268421052634,77.254,Residential,10,54.05,0.27,48.8
28.616268421052634,77.254,Residential,11,49.86,0.226,32.3
28.616268421052634,77.254,Residential,12,52.08,0.233,45.9
28.616268421052634,77.254,Residential,13,52.87,0.248,25.2
28.616268421052634,77.254,Residential,14,63.51,0.323,39.2
28.616268421052634,77.254,Residential,15,44.74,0.056,31.0
28.616268421052634,77.254,Residential,16,63.19,0.369,47.4
28.616268421052634,77.254,Residential,17,57.68,0.287,48.4
28.616268421052634,77.254,Residential,18,62.51,0.355,52.4
28.616268421052634,77.254,Residential,19,62.56,0.403,66.7
28.616268421052634,77.254,Residential,20,43.3,0.155,35.0
28.616268421052634,77.254,Residential,21,51.24,0.148,58.0
28.616268421052634,77.254,Residential,22,44.98,0.097,46.5
28.616268421052634,77.254,Residential,23,47.06,0.149,41.4
28.621005263157898,77.164,Market,0,55.69,0.286,62.6
28.621005263157898,77.164,Market,1,58.56,0.369,40.8
28.621005263157898,77.164,Market,2,50.14,0.179,34.7
28.621005263157898,77.164,Market,3,61.66,0.42,58.8
28.621005263157898,77.164,Market,4,54.4,0.218,34.5
28.621005263157898,77.164,Market,5,63.71,0.395,43.0
28.621005263157898,77.164,Market,6,72.97,0.52,30.7
28.621005263157898,77.164,Market,7,81.11,0.727,78.2
28.621005263157898,77.164,Market,8,67.26,0.499,45.6
28.621005263157898,77.164,Market,9,76.83,0.7,59.6
28.621005263157898,77.164,Market,10,59.16,0.333,61.1
28.621005263157898,77.164,Market,11,67.72,0.473,49.7
28.621005263157898,77.164,Market,12,66.97,0.48,49.4
28.621005263157898,77.164,Market,13,77.46,0.639,55.3
28.621005263157898,77.164,Market,14,68.23,0.504,58.4
28.621005263157898,77.164,Market,15,77.16,0.608,51.3
28.621005263157898,77.164,Market,16,77.72,0.476,65.0
28.621005263157898,77.164,Market,17,82.24,0.653,78.8
28.621005263157898,77.164,Market,18,81.16,0.732,52.0
28.621005263157898,77.164,Market,19,72.35,0.576,60.2
28.621005263157898,77.164,Market,20,65.51,0.494,52.2
28.621005263157898,77.164,Market,21,67.87,0.49,50.1
28.621005263157898,77.164,Market,22,65.94,0.384,47.4
28.621005263157898,77.164,Market,23,72.79,0.55,48.1
28.621005263157898,77.16873684210526,Park,0,42.94,0.025,37.4
28.621005263157898,77.16873684210526,Park,1,46.67,0.055,38.3
28.621005263157898,77.16873684210526,Park,2,49.4,0.173,25.7
28.621005263157898,77.16873684210526,Park,3,38.17,0.0,38.0
28.621005263157898,77.16873684210526,Park,4,41.6,0.026,52.3
28.621005263157898,77.16873684210526,Park,5,38.87,0.0,22.6
28.621005263157898,77.16873684210526,Park,6,44.78,0.012,42.8
28.621005263157898,77.16873684210526,Park,7,44.39,0.115,45.4
28.621005263157898,77.16873684210526,Park,8,40.72,0.0,40.6
28.621005263157898,77.16873684210526,Park,9,35.48,0.0,20.2
28.621005263157898,77.16873684210526,Park,10,43.49,0.109,31.0
28.621005263157898,77.16873684210526,Park,11,43.89,0.045,46.2
28.621005263157898,77.16873684210526,Park,12,43.94,0.0,40.9
28.621005263157898,77.16873684210526,Park,13,42.38,0.01,20.0
28.621005263157898,77.16873684210526,Park,14,37.06,0.048,28.4
28.621005263157898,77.16873684210526,Park,15,42.25,0.0,31.0
28.621005263157898,77.16873684210526,Park,16,42.94,0.058,39.5
28.621005263157898,77.16873684210526,Park,17,37.76,0.0,22.2
28.621005263157898,77.16873684210526,Park,18,44.88,0.13,37.0
28.621005263157898,77.16873684210526,Park,19,47.01,0.127,47.5
28.621005263157898,77.16873684210526,Park,20,41.64,0.006,52.3
28.621005263157898,77.16873684210526,Park,21,43.0,0.0,30.5
28.621005263157898,77.16873684210526,Park,22,41.82,0.0,37.7
28.621005263157898,77.16873684210526,Park,23,46.63,0.167,37.6
28.621005263157898,77.17347368421053,Residential,0,48.45,0.159,32.1
28.621005263157898,77.17347368421053,Residential,1,56.73,0.225,31.6
28.621005263157898,77.17347368421053,Residential,2,52.36,0.291,58.0
28.621005263157898,77.17347368421053,Residential,3,44.41,0.116,42.6
28.621005263157898,77.17347368421053,Residential,4,58.88,0.377,57.1
28.621005263157898,77.17347368421053,Residential,5,46.78,0.151,43.9
28.621005263157898,77.17347368421053,Residential,6,58.89,0.224,38.2
28.621005263157898,77.17347368421053,Residential,7,65.74,0.448,72.6
28.621005263157898,77.17347368421053,Residential,8,56.03,0.302,31.8
28.621005263157898,77.17347368421053,Residential,9,53.12,0.293,35.5
28.621005263157898,77.17347368421053,Residential,10,62.48,0.399,48.2
28.621005263157898,77.17347368421053,Residential,11,51.59,0.161,35.0
28.621005263157898,77.17347368421053,Residential,12,54.14,0.241,38.4
28.621005263157898,77.17347368421053,Residential,13,57.42,0.24,35.9
28.621005263157898,77.17347368421053,Residential,14,58.5,0.331,49.7
28.621005263157898,77.17347368421053,Residential,15,52.79,0.258,53.1
28.621005263157898,77.17347368421053,Residential,16,52.2,0.245,35.6
28.621005263157898,77.17347368421053,Residential,17,62.05,0.362,53.6
28.621005263157898,77.17347368421053,Residential,18,55.05,0.142,45.6
28.621005263157898,77.17347368421053,Residential,19,65.4,0.349,31.8
28.621005263157898,77.17347368421053,Residential,20,62.33,0.386,65.2
28.621005263157898,77.17347368421053,Residential,21,54.83,0.214,48.2
28.621005263157898,77.17347368421053,Residential,22,50.14,0.246,39.3
28.621005263157898,77.17347368421053,Residential,23,55.76,0.17,38.9
28.621005263157898,77.1782105263158,MainRoad,0,62.1,0.333,36.5
28.621005263157898,77.1782105263158,MainRoad,1,79.66,0.602,85.4
28.621005263157898,77.1782105263158,MainRoad,2,83.39,0.724,59.7
28.621005263157898,77.1782105263158,MainRoad,3,68.46,0.529,57.7
28.621005263157898,77.1782105263158,MainRoad,4,63.76,0.408,46.4
28.621005263157898,77.1782105263158,MainRoad,5,62.55,0.398,37.3
28.621005263157898,77.1782105263158,MainRoad,6,81.37,0.691,65.1
28.621005263157898,77.1782105263158,MainRoad,7,85.48,0.784,65.6
28.621005263157898,77.1782105263158,MainRoad,8,95.92,0.909,82.6
28.621005263157898,77.1782105263158,MainRoad,9,89.44,0.91,79.8
28.621005263157898,77.1782105263158,MainRoad,10,80.49,0.649,66.4
28.621005263157898,77.1782105263158,MainRoad,11,87.33,0.786,91.8
28.621005263157898,77.1782105263158,MainRoad,12,76.73,0.62,58.8
28.621005263157898,77.1782105263158,MainRoad,13,92.12,0.834,63.0
28.621005263157898,77.1782105263158,MainRoad,14,66.46,0.522,55.4
28.621005263157898,77.1782105263158,MainRoad,15,90.04,0.893,71.0
28.621005263157898,77.1782105263158,MainRoad,16,78.37,0.627,70.2
28.621005263157898,77.1782105263158,MainRoad,17,91.28,0.822,91.0
28.621005263157898,77.1782105263158,MainRoad,18,92.5,0.85,85.9
28.621005263157898,77.1782105263158,MainRoad,19,84.86,0.771,78.1
28.621005263157898,77.1782105263158,MainRoad,20,95.38,0.897,72.3
28.621005263157898,77.1782105263158,MainRoad,21,78.85,0.614,85.8
28.621005263157898,77.1782105263158,MainRoad,22,85.83,0.808,80.1
28.621005263157898,77.1782105263158,MainRoad,23,73.34,0.645,67.7
28.621005263157898,77.18294736842105,Residential,0,44.66,0.095,48.5
28.621005263157898,77.18294736842105,Residential,1,43.04,0.012,39.7
28.621005263157898,77.18294736842105,Residential,2,40.97,0.024,32.1
28.621005263157898,77.18294736842105,Residential,3,47.91,0.1,49.0
28.621005263157898,77.18294736842105,Residential,4,44.01,0.089,38.4
28.621005263157898,77.18294736842105,Residential,5,49.92,0.182,38.0
28.621005263157898,77.18294736842105,Residential,6,60.31,0.388,48.8
28.621005263157898,77.18294736842105,Residential,7,61.4,0.344,45.3
28.621005263157898,77.18294736842105,Residential,8,53.85,0.252,51.8
28.621005263157898,77.18294736842105,Residential,9,57.49,0.355,43.2
28.621005263157898,77.18294736842105,Residential,10,54.52,0.229,35.9
28.621005263157898,77.18294736842105,Residential,11,54.96,0.278,20.0
28.621005263157898,77.18294736842105,Residential,12,57.45,0.329,52.2
28.621005263157898,77.18294736842105,Residential,13,55.19,0.21,39.5
28.621005263157898,77.18294736842105,Residential,14,56.87,0.172,33.7
28.621005263157898,77.18294736842105,Residential,15,65.02,0.462,53.2
28.621005263157898,77.18294736842105,Residential,16,60.26,0.399,30.9
28.621005263157898,77.18294736842105,Residential,17,57.88,0.244,39.8
28.621005263157898,77.18294736842105,Residential,18,54.6,0.236,44.4
28.621005263157898,77.18294736842105,Residential,19,57.81,0.241,53.1
28.621005263157898,77.18294736842105,Residential,20,50.96,0.138,32.6
28.621005263157898,77.18294736842105,Residential,21,47.84,0.048,47.7
28.621005263157898,77.18294736842105,Residential,22,45.58,0.098,56.9
28.621005263157898,77.18294736842105,Residential,23,59.15,0.355,48.7
28.621005263157898,77.18768421052631,Market,0,61.81,0.324,56.9
28.621005263157898,77.18768421052631,Market,1,58.45,0.192,59.0
28.621005263157898,77.18768421052631,Market,2,69.38,0.622,67.9
28.621005263157898,77.18768421052631,Market,3,59.88,0.261,57.4
28.621005263157898,77.18768421052631,Market,4,63.34,0.391,32.4
28.621005263157898,77.18768421052631,Market,5,76.88,0.599,72.0
28.621005263157898,77.18768421052631,Market,6,79.18,0.77,59.7
28.621005263157898,77.18768421052631,Market,7,75.06,0.613,68.0
28.621005263157898,77.18768421052631,Market,8,61.42,0.309,48.4
28.621005263157898,77.18768421052631,Market,9,64.09,0.401,45.6
28.621005263157898,77.18768421052631,Market,10,75.08,0.557,50.7
28.621005263157898,77.18768421052631,Market,11,78.82,0.693,51.9
28.621005263157898,77.18768421052631,Market,12,70.78,0.483,60.7
28.621005263157898,77.18768421052631,Market,13,65.13,0.397,42.9
28.621005263157898,77.18768421052631,Market,14,74.5,0.601,55.2
28.621005263157898,77.18768421052631,Market,15,68.91,0.472,55.2
28.621005263157898,77.18768421052631,Market,16,65.65,0.349,36.7
28.621005263157898,77.18768421052631,Market,17,87.42,0.76,70.8
28.621005263157898,77.18768421052631,Market,18,80.27,0.728,88.4
28.621005263157898,77.18768421052631,Market,19,93.35,0.97,82.4
28.621005263157898,77.18768421052631,Market,20,80.08,0.632,51.1
28.621005263157898,77.18768421052631,Market,21,60.66,0.388,40.2
28.621005263157898,77.18768421052631,Market,22,63.04,0.298,35.2
28.621005263157898,77.18768421052631,Market,23,72.73,0.58,34.1
28.621005263157898,77.19242105263159,MainRoad,0,49.3,0.162,44.5
28.621005263157898,77.19242105263159,MainRoad,1,64.05,0.382,45.3
28.621005263157898,77.19242105263159,MainRoad,2,62.81,0.32,58.7
28.621005263157898,77.19242105263159,MainRoad,3,70.53,0.606,51.9
28.621005263157898,77.19242105263159,MainRoad,4,76.67,0.64,61.1
28.621005263157898,77.19242105263159,MainRoad,5,68.88,0.492,60.5
28.621005263157898,77.19242105263159,MainRoad,6,88.57,0.801,77.0
28.621005263157898,77.19242105263159,MainRoad,7,82.41,0.713,47.4
28.621005263157898,77.19242105263159,MainRoad,8,93.92,0.907,87.7
28.621005263157898,77.19242105263159,MainRoad,9,94.87,0.948,72.6
28.621005263157898,77.19242105263159,MainRoad,10,78.47,0.607,59.6
28.621005263157898,77.19242105263159,MainRoad,11,86.35,0.796,77.7
28.621005263157898,77.19242105263159,MainRoad,12,87.13,0.78,66.6
28.621005263157898,77.19242105263159,MainRoad,13,89.65,0.917,66.1
28.621005263157898,77.19242105263159,MainRoad,14,68.25,0.535,44.0
28.621005263157898,77.19242105263159,MainRoad,15,78.63,0.653,66.2
28.621005263157898,77.19242105263159,MainRoad,16,89.02,0.78,64.7
28.621005263157898,77.19242105263159,MainRoad,17,81.42,0.697,68.5
28.621005263157898,77.19242105263159,MainRoad,18,95.3,0.849,75.3
28.621005263157898,77.19242105263159,MainRoad,19,86.25,0.822,60.5
28.621005263157898,77.19242105263159,MainRoad,20,100.0,0.967,69.6
28.621005263157898,77.19242105263159,MainRoad,21,68.8,0.51,62.1
28.621005263157898,77.19242105263159,MainRoad,22,70.02,0.502,60.8
28.621005263157898,77.19242105263159,MainRoad,23,69.57,0.482,54.5
28.621005263157898,77.19715789473685,MainRoad,0,60.4,0.325,46.8
28.621005263157898,77.19715789473685,MainRoad,1,68.08,0.416,49.7
28.621005263157898,77.19715789473685,MainRoad,2,45.86,0.163,42.0
28.621005263157898,77.19715789473685,MainRoad,3,78.48,0.603,68.2
28.621005263157898,77.19715789473685,MainRoad,4,62.8,0.342,63.0
28.621005263157898,77.19715789473685,MainRoad,5,70.11,0.386,64.5
28.621005263157898,77.19715789473685,MainRoad,6,98.59,0.951,70.9
28.621005263157898,77.19715789473685,MainRoad,7,84.38,0.709,57.5
28.621005263157898,77.19715789473685,MainRoad,8,91.15,0.886,68.2
28.621005263157898,77.19715789473685,MainRoad,9,94.96,0.866,69.3
28.621005263157898,77.19715789473685,MainRoad,10,98.08,0.975,94.1
28.621005263157898,77.19715789473685,MainRoad,11,95.46,0.802,82.2
28.621005263157898,77.19715789473685,MainRoad,12,79.27,0.652,50.7
28.621005263157898,77.19715789473685,MainRoad,13,58.07,0.243,47.7
28.621005263157898,77.19715789473685,MainRoad,14,79.5,0.645,79.4
28.621005263157898,77.19715789473685,MainRoad,15,87.85,0.854,74.5
28.621005263157898,77.19715789473685,MainRoad,16,85.63,0.758,49.1
28.621005263157898,77.19715789473685,MainRoad,17,92.62,0.894,85.1
28.621005263157898,77.19715789473685,MainRoad,18,83.23,0.663,79.2
28.621005263157898,77.19715789473685,MainRoad,19,96.48,0.946,77.4
28.621005263157898,77.19715789473685,MainRoad,20,95.31,0.963,85.2
28.621005263157898,77.19715789473685,MainRoad,21,76.1,0.544,50.8
28.621005263157898,77.19715789473685,MainRoad,22,63.55,0.39,68.1
28.621005263157898,77.19715789473685,MainRoad,23,61.87,0.424,43.0
28.621005263157898,77.2018947368421,MainRoad,0,62.41,0.456,42.5
28.621005263157898,77.2018947368421,MainRoad,1,77.58,0.631,68.0
28.621005263157898,77.2018947368421,MainRoad,2,57.01,0.229,58.7
28.621005263157898,77.2018947368421,MainRoad,3,55.12,0.313,46.5
28.621005263157898,77.2018947368421,MainRoad,4,55.82,0.271,49.0
28.621005263157898,77.2018947368421,MainRoad,5,77.06,0.607,61.5
28.621005263157898,77.2018947368421,MainRoad,6,95.1,0.897,77.0
28.621005263157898,77.2018947368421,MainRoad,7,86.81,0.72,68.4
28.621005263157898,77.2018947368421,MainRoad,8,92.05,0.887,67.2
28.621005263157898,77.2018947368421,MainRoad,9,89.9,0.865,66.6
28.621005263157898,77.2018947368421,MainRoad,10,61.87,0.419,39.7
28.621005263157898,77.2018947368421,MainRoad,11,64.8,0.358,61.4
28.621005263157898,77.2018947368421,MainRoad,12,83.26,0.718,71.2
28.621005263157898,77.2018947368421,MainRoad,13,79.19,0.597,59.8
28.621005263157898,77.2018947368421,MainRoad,14,81.64,0.686,70.9
28.621005263157898,77.2018947368421,MainRoad,15,100.0,0.953,74.0
28.621005263157898,77.2018947368421,MainRoad,16,100.0,0.908,77.3
28.621005263157898,77.2018947368421,MainRoad,17,68.09,0.417,61.5
28.621005263157898,77.2018947368421,MainRoad,18,96.93,0.945,62.6
28.621005263157898,77.2018947368421,MainRoad,19,97.66,0.966,67.1
28.621005263157898,77.2018947368421,MainRoad,20,69.49,0.569,47.9
28.621005263157898,77.2018947368421,MainRoad,21,61.95,0.38,55.5
28.621005263157898,77.2018947368421,MainRoad,22,92.58,0.949,79.6
28.621005263157898,77.2018947368421,MainRoad,23,73.38,0.643,62.1
28.621005263157898,77.20663157894737,Industrial,0,61.14,0.307,44.5
28.621005263157898,77.20663157894737,Industrial,1,63.55,0.424,71.9
28.621005263157898,77.20663157894737,Industrial,2,61.44,0.31,55.4
28.621005263157898,77.20663157894737,Industrial,3,57.71,0.315,36.4
28.621005263157898,77.20663157894737,Industrial,4,57.73,0.215,59.5
28.621005263157898,77.20663157894737,Industrial,5,55.78,0.28,38.2
28.621005263157898,77.20663157894737,Industrial,6,73.32,0.603,65.1
28.621005263157898,77.20663157894737,Industrial,7,76.08,0.72,69.5
28.621005263157898,77.20663157894737,Industrial,8,68.71,0.502,51.6
28.621005263157898,77.20663157894737,Industrial,9,77.53,0.59,64.3
28.621005263157898,77.20663157894737,Industrial,10,77.54,0.628,59.6
28.621005263157898,77.20663157894737,Industrial,11,75.17,0.533,65.7
28.621005263157898,77.20663157894737,Industrial,12,79.98,0.628,63.8
28.621005263157898,77.20663157894737,Industrial,13,89.04,0.798,64.3
28.621005263157898,77.20663157894737,Industrial,14,78.05,0.57,58.9
28.621005263157898,77.20663157894737,Industrial,15,86.05,0.834,87.4
28.621005263157898,77.20663157894737,Industrial,16,94.2,1.0,82.1
28.621005263157898,77.20663157894737,Industrial,17,75.86,0.648,51.8
28.621005263157898,77.20663157894737,Industrial,18,88.55,0.76,55.9
28.621005263157898,77.20663157894737,Industrial,19,74.68,0.551,49.0
28.621005263157898,77.20663157894737,Industrial,20,77.19,0.535,68.6
28.621005263157898,77.20663157894737,Industrial,21,76.04,0.556,58.9
28.621005263157898,77.20663157894737,Industrial,22,59.14,0.404,40.6
28.621005263157898,77.20663157894737,Industrial,23,78.7,0.613,63.7
28.621005263157898,77.21136842105264,Residential,0,54.88,0.222,47.2
28.621005263157898,77.21136842105264,Residential,1,47.44,0.141,43.2
28.621005263157898,77.21136842105264,Residential,2,53.3,0.191,34.4
28.621005263157898,77.21136842105264,Residential,3,46.66,0.062,35.7
28.621005263157898,77.21136842105264,Residential,4,54.17,0.294,34.4
28.621005263157898,77.21136842105264,Residential,5,45.67,0.085,55.9
28.621005263157898,77.21136842105264,Residential,6,63.92,0.376,69.7
28.621005263157898,77.21136842105264,Residential,7,48.86,0.201,46.8
28.621005263157898,77.21136842105264,Residential,8,55.09,0.264,35.5
28.621005263157898,77.21136842105264,Residential,9,59.18,0.365,51.1
28.621005263157898,77.21136842105264,Residential,10,58.49,0.3,40.6
28.621005263157898,77.21136842105264,Residential,11,53.63,0.146,48.0
28.621005263157898,77.21136842105264,Residential,12,50.57,0.263,41.5
28.621005263157898,77.21136842105264,Residential,13,62.09,0.411,54.6
28.621005263157898,77.21136842105264,Residential,14,54.43,0.253,41.2
28.621005263157898,77.21136842105264,Residential,15,54.03,0.188,27.3
28.621005263157898,77.21136842105264,Residential,16,53.62,0.271,45.2
28.621005263157898,77.21136842105264,Residential,17,62.2,0.317,46.8
28.621005263157898,77.21136842105264,Residential,18,52.17,0.304,54.2
28.621005263157898,77.21136842105264,Residential,19,50.16,0.201,24.4
28.621005263157898,77.21136842105264,Residential,20,56.24,0.3,48.0
28.621005263157898,77.21136842105264,Residential,21,46.01,0.04,32.1
28.621005263157898,77.21136842105264,Residential,22,57.78,0.219,48.4
28.621005263157898,77.21136842105264,Residential,23,49.37,0.143,25.3
28.621005263157898,77.2161052631579,MainRoad,0,61.45,0.351,58.4
28.621005263157898,77.2161052631579,MainRoad,1,76.49,0.669,53.2
28.621005263157898,77.2161052631579,MainRoad,2,73.88,0.506,67.6
28.621005263157898,77.2161052631579,MainRoad,3,71.33,0.511,48.6
28.621005263157898,77.2161052631579,MainRoad,4,63.13,0.468,52.2
28.621005263157898,77.2161052631579,MainRoad,5,59.14,0.385,59.1
28.621005263157898,77.2161052631579,MainRoad,6,84.24,0.676,73.0
28.621005263157898,77.2161052631579,MainRoad,7,96.51,0.967,53.5
28.621005263157898,77.2161052631579,MainRoad,8,100.0,1.0,92.4
28.621005263157898,77.2161052631579,MainRoad,9,97.63,0.919,85.9
28.621005263157898,77.2161052631579,MainRoad,10,56.84,0.213,39.1
28.621005263157898,77.2161052631579,MainRoad,11,72.12,0.572,33.8
28.621005263157898,77.2161052631579,MainRoad,12,79.2,0.751,62.2
28.621005263157898,77.2161052631579,MainRoad,13,79.07,0.656,62.8
28.621005263157898,77.2161052631579,MainRoad,14,87.61,0.78,88.4
28.621005263157898,77.2161052631579,MainRoad,15,65.48,0.443,47.6
28.621005263157898,77.2161052631579,MainRoad,16,78.44,0.54,73.7
